"ofabrico_sgp","ofabrico","encomenda","prf","cliente","cliente_nome","encomenda_sgp","prf_sgp","cliente_cod_sgp","cliente_nome_sgp"
1042,"OFF-E0122/00268"," ",NULL,NULL,NULL,"EEF-E012204/00233","PRF-E0122/00233",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1043,"OFF-E0122/00274","EEF-E012205/00257","PRF-E0122/00257","100501","Napco Consumer Products Co., ","EEF-E012205/00257","PRF-E0122/00257",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1044,"OFF-E0122/00275"," ",NULL,NULL,NULL,"EEF-E012205/00257","PRF-E0122/00257",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1046,"OFF-E0122/00277","EEF-E012207/00302","PRF-E0122/00302","100002","NUNEX Worldwide, S.A.","EEF-E012207/00302","PRF-E0122/00302",100002,"NUNEX"
1047,"OFF-E0122/00279","EEF-E012205/00260","PRF-E0122/00260","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012205/00260","PRF-E0122/00260",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1048,"OFF-E0122/00278","EEF-E012207/00305","PRF-E0122/00305","100303","MEDIANE SARL","EEF-E012207/00305","PRF-E0122/00305",100303,"MEDIANE"
1049,"OFF-E0122/00280","EEF-E012206/00279","PRF-E0122/00279","100232","Abena Produktion A/S","EEF-E012206/00279","PRF-E0122/00279",100232,"ABENA"
1050,"OFF-E0122/00281","EEF-E012201/00053","PRF-E0122/00053","100234","NOVATIS S.A.","EEF-E012201/00053","PRF-E0122/00053",100234,"Novatis"
1051,"OFF-E0122/00282","EEF-E012201/00054","PRF-E0122/00054","100234","NOVATIS S.A.","EEF-E012201/00054","PRF-E0122/00054",100234,"Novatis"
1052,"OFF-E0122/00283","EEF-E012201/00009","PRF-E0122/00009","100234","NOVATIS S.A.","EEF-E012201/00009","PRF-E0122/00009",100234,"Novatis"
1053,"OFF-E0122/00284","EEF-E012207/00289","PRF-E0122/00289","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00289","PRF-E0122/00289",100267,"MEGA DISPOSABLES S.A."
1054,"OFF-E0122/00285","EEF-E012207/00290","PRF-E0122/00290","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00290","PRF-E0122/00290",100267,"MEGA DISPOSABLES S.A."
1057,"OFF-E0122/00287","EEF-E012206/00267","PRF-E0122/00267","100269","CAN HYGIENE SPA","EEF-E012206/00267","PRF-E0122/00267",100269,"CAN HYGIENE"
1058,"OFF-E0122/00288","EEF-E012206/00268","PRF-E0122/00268","100269","CAN HYGIENE SPA","EEF-E012206/00268","PRF-E0122/00268",100269,"CAN HYGIENE"
1059,"OFF-E0122/00289","EEF-E012206/00269","PRF-E0122/00269","100269","CAN HYGIENE SPA","EEF-E012206/00269","PRF-E0122/00269",100269,"CAN HYGIENE"
1060,"OFF-E0122/00302",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1063,"OFF-E0122/00296","EEF-E012201/00055","PRF-E0122/00055","100234","NOVATIS S.A.","EEF-E012201/00055","PRF-E0122/00055",100234,"Novatis"
1064,"OFF-E0122/00297","EEF-E012201/00056","PRF-E0122/00056","100234","NOVATIS S.A.","EEF-E012201/00056","PRF-E0122/00056",100234,"Novatis"
1065,"OFF-E0122/00298","EEF-E012201/00010","PRF-E0122/00010","100234","NOVATIS S.A.","EEF-E012201/00010","PRF-E0122/00010",100234,"Novatis"
1066,"OFF-E0122/00303",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1067,"OFF-E0122/00300","EEF-E012204/00231","PRF-E0122/00231","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012204/00231","PRF-E0122/00231",100396,"CEPRO"
1068,"OFF-E0122/00191","EEF-E012207/00308","PRF-E0122/00308","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012207/00308","PRF-E0122/00308",100396,"CEPRO"
1069,"OFF-E0122/00299","EEF-E012204/00231","PRF-E0122/00231","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012204/00231","PRF-E0122/00231",100396,"CEPRO"
1072,"OFF-E0122/00305",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1074,"OFF-E0122/00306","EEF-E012201/00057","PRF-E0122/00057","100234","NOVATIS S.A.","EEF-E012201/00057","PRF-E0122/00057",100234,"Novatis"
1075,"OFF-E0122/00307","EEF-E012201/00058","PRF-E0122/00058","100234","NOVATIS S.A.","EEF-E012201/00058","PRF-E0122/00058",100234,"Novatis"
1078,"OFF-E0122/00308","EEF-E012201/00059","PRF-E0122/00059","100234","NOVATIS S.A.","EEF-E012201/00059","PRF-E0122/00059",100234,"Novatis"
1079,"OFF-E0122/00309","EEF-E012201/00060","PRF-E0122/00060","100234","NOVATIS S.A.","EEF-E012201/00060","PRF-E0122/00060",100234,"Novatis"
1080,"OFF-E0122/00310","EEF-E012201/00011","PRF-E0122/00011","100234","NOVATIS S.A.","EEF-E012201/00011","PRF-E0122/00011",100234,"Novatis"
1081,"OFF-E0122/00315",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1083,"OFF-E0122/00318",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1089,"OFF-E0122/00301","EEF-E012205/00252","PRF-E0122/00252","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012205/00252","PRF-E0122/00252",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1090,"OFF-E0122/00311",NULL,NULL,NULL,NULL,"EEF-E012112/00324","PRF-E0121/00324",100241,"SANCELLA SA"
1092,"OFF-E0122/00304","EEF-E012207/00292","PRF-E0122/00292","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00292","PRF-E0122/00292",100267,"MEGA DISPOSABLES S.A."
1093,"OFF-E0122/00304","EEF-E012207/00292","PRF-E0122/00292","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00291","PRF-E0122/00291",100267,"MEGA DISPOSABLES S.A."
1094,"OFF-E0122/00271","EEF-E012207/00291","PRF-E0122/00291","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00291","PRF-E0122/00291",100267,"MEGA DISPOSABLES S.A."
1098,"OFF-E0122/00313",NULL,NULL,NULL,NULL,"EEF-E012207/00296","PRF-E0122/00296",100269,"CAN HYGIENE"
1099,"OFF-E0122/00314","EEF-E012207/00297","PRF-E0122/00297","100269","CAN HYGIENE SPA","EEF-E012207/00297","PRF-E0122/00297",100269,"CAN HYGIENE"
1101,"OFF-E0122/00318",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1102,"OFF-E0122/00327",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1103,"OFF-E0122/00323",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1104,"OFF-E0122/00324",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1105,"OFF-E0122/00320","EEF-E012201/00061","PRF-E0122/00061","100234","NOVATIS S.A.","EEF-E012201/00061","PRF-E0122/00061",100234,"Novatis"
1106,"OFF-E0122/00325","EEF-E012201/00062","PRF-E0122/00062","100234","NOVATIS S.A.","EEF-E012201/00062","PRF-E0122/00062",100234,"Novatis"
1107,"OFF-E0122/00322","EEF-E012201/00063","PRF-E0122/00063","100234","NOVATIS S.A.","EEF-E012201/00063","PRF-E0122/00063",100234,"Novatis"
1108,"OFF-E0122/00321","EEF-E012201/00012","PRF-E0122/00012","100234","NOVATIS S.A.","EEF-E012201/00012","PRF-E0122/00012",100234,"Novatis"
1109,"OFF-E0122/00326","EEF-E012207/00293","PRF-E0122/00293","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00293","PRF-E0122/00293",100267,"MEGA DISPOSABLES S.A."
1110,"OFF-E0122/00303",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1111,"OFF-E0122/00319","EEF-E012206/00284","PRF-E0122/00284","100232","Abena Produktion A/S","EEF-E012206/00284","PRF-E0122/00284",100232,"ABENA"
1112,"OFF-E0122/00330","EEF-E012201/00064","PRF-E0122/00064","100234","NOVATIS S.A.","EEF-E012201/00064","PRF-E0122/00064",100234,"Novatis"
1113,"OFF-E0122/00331","EEF-E012207/00310","PRF-E0122/00310","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012207/00310","PRF-E0122/00310",100396,"CEPRO"
1114,"OFF-E0122/00316","EEF-E012207/00298","PRF-E0122/00298","100269","CAN HYGIENE SPA","EEF-E012207/00298","PRF-E0122/00298",100269,"CAN HYGIENE"
1115,"OFF-E0122/00332","EEF-E012207/00299","PRF-E0122/00299","100269","CAN HYGIENE SPA","EEF-E012207/00299","PRF-E0122/00299",100269,"CAN HYGIENE"
1118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1121,"OFF-E0122/00333","EEF-E012207/00303","PRF-E0122/00303","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00303","PRF-E0122/00303",100267,"MEGA DISPOSABLES S.A."
1122,"OFF-E0122/00334","EEF-E012201/00065","PRF-E0122/00065","100234","NOVATIS S.A.","EEF-E012201/00065","PRF-E0122/00065",100234,"Novatis"
1123,"OFF-E0122/00335","EEF-E012201/00066","PRF-E0122/00066","100234","NOVATIS S.A.","EEF-E012201/00066","PRF-E0122/00066",100234,"Novatis"
1124,"OFF-E0122/00337","EEF-E012201/00067","PRF-E0122/00067","100234","NOVATIS S.A.","EEF-E012201/00067","PRF-E0122/00067",100234,"Novatis"
1125,"OFF-E0122/00336","EEF-E012209/00321","PRF-E0122/00321","100570","Colunex Portuguesa - Indústria e ","EEF-E012209/00321","PRF-E0122/00321",100570,"Colunex Portuguesa - Indústria e Distribuição Sistemas Descanso, SA"
1126,"OFF-E0122/00339","EEF-E012208/00317","PRF-E0122/00317","100228","Société d'Articles Hygiéniques","EEF-E012208/00317","PRF-E0122/00317",100228,"SAH"
1127,"OFF-E0122/00338","EEF-E012208/00317","PRF-E0122/00317","100228","Société d'Articles Hygiéniques","EEF-E012208/00317","PRF-E0122/00317",100228,"SAH"
1128,"OFF-E0122/00340","EEF-E012208/00317","PRF-E0122/00317","100228","Société d'Articles Hygiéniques","EEF-E012208/00317","PRF-E0122/00317",100228,"SAH"
1129,"OFF-E0122/00341",NULL,NULL,NULL,NULL,"EEF-E012201/00068","PRF-E0122/00068",100234,"Novatis"
1130,"OFF-E0122/00342",NULL,NULL,NULL,NULL,"EEF-E012201/00069","PRF-E0122/00069",100234,"Novatis"
1133,"OFF-E0122/00333",NULL,NULL,NULL,NULL,"EEF-E012207/00304","PRF-E0122/00304",100267,"MEGA DISPOSABLES S.A."
